0x,0y,0z,1x,1y,1z,2x,2y,2z,3x,3y,3z,4x,4y,4z,5x,5y,5z,6x,6y,6z,7x,7y,7z,8x,8y,8z,9x,9y,9z,10x,10y,10z,11x,11y,11z,12x,12y,12z,13x,13y,13z,14x,14y,14z,15x,15y,15z,16x,16y,16z,17x,17y,17z,18x,18y,18z,19x,19y,19z,20x,20y,20z,21x,21y,21z,22x,22y,22z,23x,23y,23z,24x,24y,24z,25x,25y,25z,26x,26y,26z,27x,27y,27z,28x,28y,28z,29x,29y,29z,30x,30y,30z,31x,31y,31z,32x,32y,32z,33x,33y,33z,34x,34y,34z,35x,35y,35z,36x,36y,36z,37x,37y,37z,38x,38y,38z,39x,39y,39z,40x,40y,40z,41x,41y,41z,42x,42y,42z,43x,43y,43z,44x,44y,44z,45x,45y,45z,46x,46y,46z,47x,47y,47z,48x,48y,48z,49x,49y,49z,50x,50y,50z,51x,51y,51z,52x,52y,52z,53x,53y,53z,54x,54y,54z,55x,55y,55z,56x,56y,56z,57x,57y,57z,58x,58y,58z,59x,59y,59z,60x,60y,60z,61x,61y,61z,62x,62y,62z,63x,63y,63z,64x,64y,64z,65x,65y,65z,66x,66y,66z,67x,67y,67z,68x,68y,68z,69x,69y,69z,70x,70y,70z,71x,71y,71z,72x,72y,72z,73x,73y,73z,74x,74y,74z,75x,75y,75z,76x,76y,76z,77x,77y,77z,78x,78y,78z,79x,79y,79z,80x,80y,80z,81x,81y,81z,82x,82y,82z,83x,83y,83z,84x,84y,84z,85x,85y,85z,86x,86y,86z,87x,87y,87z,88x,88y,88z,89x,89y,89z,90x,90y,90z,91x,91y,91z,92x,92y,92z,93x,93y,93z,94x,94y,94z,95x,95y,95z,96x,96y,96z,97x,97y,97z,98x,98y,98z,99x,99y,99z
301.122,203.304,1212,298.285,201.15400000000002,1212,294.661,200.49,1221,291.135,201.475,1221,288.725,203.83599999999998,1221,291.408,204.764,1221,294.80400000000003,204.922,1216,298.23,204.312,1212,318.226,202.731,1225,320.897,200.55700000000002,1221,324.599,199.65900000000002,1225,328.24300000000005,200.458,1234,330.707,202.615,1238,328.111,203.65599999999998,1234,324.709,203.97,1225,321.249,203.578,1221,301.738,192.81400000000002,1200,295.612,191.706,1221,288.779,192.065,1229,284.58799999999997,194.87599999999998,1229,282.177,198.577,1234,283.536,199.685,1229,286.33799999999997,197.007,1229,289.858,195.39700000000002,1225,295.54,195.24900000000002,1221,301.235,195.933,1204,316.48,192.195,1234,322.709,190.795,1234,329.827,190.77200000000002,1243,334.403,193.403,1252,336.97900000000004,196.77700000000002,1261,335.707,198.04,1256,332.75300000000004,195.59599999999998,1243,328.898,194.21599999999998,1234,323.017,194.34400000000002,1229,317.098,195.315,1225,305.593,202.729,1212,305.092,207.331,1208,303.414,211.222,1208,300.499,214.513,1212,301.394,218.71900000000002,1216,307.166,218.43200000000002,1221,311.262,218.31,1221,317.492,218.283,1225,318.371,214.097,1225,315.41200000000003,210.916,1221,313.883,207.04,1221,313.431,202.483,1221,297.676,230.607,1216,301.207,227.169,1208,305.597,224.707,1212,309.58099999999996,225.30700000000002,1216,313.574,224.465,1221,318.25,226.551,1229,322.17900000000003,229.69299999999998,1247,318.937,231.817,1238,314.961,233.205,1238,309.904,233.825,1225,304.869,233.62900000000002,1221,300.934,232.584,1221,300.23400000000004,230.06799999999998,1212,304.496,228.618,1212,309.637,228.329,1216,314.95599999999996,228.267,1225,319.58299999999997,229.37099999999998,1238,314.992,229.33,1225,309.702,229.58599999999998,1216,304.567,229.68200000000002,1212,279.658,205.75599999999997,1238,279.553,213.299,1238,280.285,220.56900000000002,1243,281.574,227.857,1252,283.645,234.813,1270,286.937,240.822,1280,291.165,245.06599999999997,1275,296.332,248.649,1265,302.737,251.14700000000002,1275,310.492,252.107,1280,318.251,250.735,1284,325.098,247.865,1299,330.63300000000004,243.572,1309,334.98199999999997,238.392,0,337.931,231.896,1536,339.47900000000004,224.952,1542,340.405,217.798,0,340.648,210.854,1304,340.199,203.304,1280,294.796,203.032,1216,324.593,202.153,1225,309.376,215.562,1221,302.376,189.804,1204,295.84,188.65200000000002,1225,287.70799999999997,189.173,1234,282.163,192.77900000000002,1234,279.314,196.995,1238,315.83099999999996,189.21599999999998,1234,322.457,187.75799999999998,1234,330.86699999999996,187.825,1247,336.765,191.142,1261,339.74699999999996,194.963,1275
312.051,178.82299999999998,1140,309.138,176.782,1140,305.507,176.101,1144,301.908,177.25099999999998,1148,299.349,179.942,1148,302.332,180.43599999999998,1144,305.783,180.416,1140,309.195,179.793,1140,329.971,178.563,1144,332.77099999999996,176.649,1151,336.50199999999995,175.91400000000002,1155,340.186,177.00900000000001,1163,342.629,179.558,1167,339.87,180.11,1163,336.343,180.06,1151,332.914,179.49900000000002,1148,313.11,166.935,1140,306.709,166.123,1148,299.733,167.08700000000002,1159,295.49,170.355,1159,293.093,174.387,1155,294.376,175.424,1155,297.384,172.247,1155,301.099,170.252,1155,306.94599999999997,169.80599999999998,1144,312.83299999999997,170.297,1140,328.31699999999995,166.59599999999998,1155,334.655,165.78099999999998,1159,341.98199999999997,166.701,1171,346.48199999999997,170.00400000000002,1187,348.85900000000004,173.799,1187,347.523,175.011,1183,344.48900000000003,171.85,1179,340.577,169.894,1167,334.475,169.465,1155,328.449,169.989,1151,316.983,177.97,1140,316.224,181.61,1140,314.259,184.555,1140,311.3,187.347,1140,312.365,191.294,1133,318.374,190.00599999999997,1136,322.291,189.955,1136,328.76199999999994,191.135,1144,329.98,187.237,1148,327.07599999999996,184.382,1140,325.415,181.486,1140,324.835,177.88400000000001,1140,308.277,203.99400000000003,1136,311.675,199.225,1129,316.303,195.88299999999998,1129,320.557,196.35299999999998,1125,324.829,195.752,1133,329.704,198.889,1140,333.376,203.514,1159,330.017,204.245,1155,325.918,204.61700000000002,1144,320.812,204.805,1133,315.765,204.968,1136,311.574,204.766,1136,311.163,202.828,1133,315.207,200.44099999999997,1129,320.562,199.831,1125,326.012,200.28799999999998,1136,330.384,202.503,1151,325.89599999999996,200.88400000000001,1136,320.607,200.50400000000002,1125,315.39099999999996,201.03900000000002,1133,289.877,183.52900000000002,1159,289.168,190.438,1163,289.19,197.104,1171,289.79,203.997,1179,291.244,210.875,1191,294.085,216.865,1191,298.671,221.05,1187,304.697,224.269,1179,312.205,226.481,1175,321.045,227.361,1179,329.89099999999996,226.37400000000002,1187,337.902,224.11599999999999,1212,344.398,220.217,1229,349.04699999999997,215.00599999999997,1542,351.522,208.77,0,352.55,202.074,0,353.103,195.335,1238,352.92900000000003,188.983,0,352.129,182.138,0,305.658,178.69299999999998,1140,336.398,178.42,1151,320.551,188.239,1136,313.584,164.015,1136,306.665,163.165,1151,298.289,164.391,1163,292.746,168.55900000000003,1167,289.948,173.132,1163,327.94199999999995,163.685,1159,334.809,162.825,1171,343.566,163.986,1187,349.32300000000004,168.144,1195,352.045,172.43,0
303.242,204.43400000000003,1221,300.44599999999997,202.24400000000003,1221,296.83299999999997,201.53900000000002,1225,293.317,202.523,1229,290.89,204.925,1234,293.597,205.838,1229,296.982,206.00099999999998,1225,300.377,205.425,1221,320.182,204.097,1229,322.845,201.949,1234,326.532,201.09900000000002,1238,330.13599999999997,201.97799999999998,1247,332.542,204.226,1252,329.955,205.19299999999998,1243,326.579,205.435,1238,323.153,204.988,1234,304.08099999999996,194.27700000000002,1208,297.973,193.13,1225,291.181,193.467,1238,286.923,196.22299999999998,1243,284.42,199.888,1243,285.786,201.03599999999997,1243,288.65,198.388,1238,292.225,196.8,1238,297.892,196.67700000000002,1225,303.564,197.399,1208,318.541,193.87599999999998,1243,324.675,192.592,1243,331.67199999999997,192.715,1256,336.19300000000004,195.37900000000002,1265,338.75,198.765,1280,337.454,200.04,1275,334.533,197.55599999999998,1256,330.724,196.11599999999999,1247,324.92,196.139,1238,319.113,196.997,1243,307.733,203.942,1225,307.186,208.472,1221,305.504,212.27200000000002,1221,302.70599999999996,215.528,1225,303.623,219.726,1225,309.311,219.386,1225,313.285,219.321,1229,319.332,219.46599999999998,1238,320.269,215.305,1229,317.455,212.072,1229,315.949,208.275,1225,315.476,203.785,1229,299.908,231.924,1225,303.32599999999996,228.343,1225,307.654,225.80700000000002,1225,311.606,226.412,1225,315.552,225.662,1234,320.06,227.915,1238,323.737,231.298,1256,320.632,233.188,1252,316.76599999999996,234.424,1252,311.845,234.94,1243,306.927,234.72400000000002,1229,303.059,233.735,1225,302.6,231.315,1225,306.652,229.79,1225,311.64099999999996,229.493,1225,316.736,229.57299999999998,1238,321.031,230.863,1247,316.732,230.578,1238,311.684,230.704,1225,306.735,230.795,1225,281.59,206.74900000000002,1247,281.357,214.30700000000002,1247,281.938,221.674,1261,283.11,229.106,1265,285.091,236.23,1294,288.381,242.421,1294,292.652,246.71900000000002,1289,297.921,250.287,1280,304.454,252.738,1289,312.256,253.738,1294,320.07599999999996,252.44799999999998,1299,326.992,249.72400000000002,1309,332.56699999999995,245.50799999999998,1329,336.918,240.34599999999998,1509,339.843,233.745,1529,341.332,226.695,1542,342.213,219.45,1549,342.38699999999994,212.458,0,341.88699999999994,204.95,1289,296.961,204.11599999999999,1225,326.491,203.62099999999998,1238,311.436,216.635,1225,304.712,191.28099999999998,1212,298.19,190.088,1229,290.12,190.58,1243,284.53,194.102,1243,281.586,198.268,1247,317.939,190.896,1243,324.47700000000003,189.558,1247,332.749,189.792,1256,338.566,193.14700000000002,1280,341.525,196.977,1284
302.46299999999997,205.74400000000003,1208,299.73400000000004,203.77700000000002,1212,296.161,203.158,1216,292.69,203.94400000000002,1221,290.245,205.905,1221,292.79400000000004,206.97799999999998,1221,296.144,207.253,1212,299.578,206.743,1212,319.926,205.329,1221,322.528,203.28900000000002,1221,326.186,202.467,1229,329.776,203.097,1234,332.289,204.916,1238,329.727,206.082,1234,326.341,206.49599999999998,1229,322.867,206.16099999999997,1221,303.117,196.03900000000002,1195,297.482,194.862,1208,291.214,194.827,1225,287.061,196.926,1229,284.415,199.93200000000002,1229,285.449,201.263,1225,288.374,199.19799999999998,1225,291.939,198.033,1225,297.232,198.08700000000002,1208,302.60200000000003,198.827,1200,318.45099999999996,195.54,1225,324.25,194.109,1229,330.827,193.764,1238,335.32099999999997,195.709,1252,338.07800000000003,198.39700000000002,1265,337.083,199.842,1261,334.04699999999997,198.019,1247,330.171,197.072,1234,324.642,197.357,1225,319.033,198.338,1221,307.132,205.555,1208,306.56,210.14700000000002,1208,304.909,214.27,1212,301.999,217.785,1212,302.93,221.778,1216,308.39099999999996,221.80200000000002,1216,312.652,221.705,1221,318.573,221.46599999999998,1225,319.568,217.46099999999998,1221,316.687,214.074,1221,315.278,209.923,1221,314.88599999999997,205.372,1221,299.431,232.679,1216,302.906,230.105,1212,306.972,228.14,1212,310.698,228.735,1212,314.411,227.96,1221,318.694,229.648,1229,322.522,232.005,1247,319.399,233.68200000000002,1238,315.632,234.78900000000002,1238,310.812,235.293,1234,306.01599999999996,235.075,1221,302.42400000000004,234.192,1221,302.079,232.32,1216,306.093,231.55900000000003,1212,310.717,231.459,1216,315.508,231.313,1225,319.885,231.80599999999998,1234,315.48400000000004,231.303,1225,310.72,231.403,1216,306.142,231.554,1212,280.685,206.985,1234,280.698,214.137,1238,281.556,221.16099999999997,1243,283.032,228.113,1243,285.263,234.61599999999999,1261,288.70599999999996,240.267,1270,292.903,244.355,1270,297.868,247.81,1261,303.913,250.203,1275,311.195,251.113,1275,318.597,249.918,1280,325.224,247.28900000000002,1294,330.735,243.35,1309,335.288,238.635,1522,338.69,232.535,1529,340.718,225.93099999999998,1549,341.99800000000005,219.101,1549,342.625,212.269,0,342.526,205.033,0,296.226,205.438,1212,326.205,204.73,1229,310.714,218.793,1221,303.937,193.208,1195,297.949,191.976,1221,290.534,192.00900000000001,1229,285.106,194.71,1234,282.007,198.138,1234,317.659,192.74099999999999,1234,323.805,191.25,1234,331.529,190.926,1247,337.25300000000004,193.38,1265,340.421,196.424,1275
300.867,203.005,1225,298.17,201.15400000000002,1225,294.70599999999996,200.577,1234,291.34,201.488,1238,288.92400000000004,203.648,1238,291.64599999999996,204.37599999999998,1234,294.888,204.47799999999998,1229,298.124,203.965,1225,317.865,202.64,1238,320.411,200.75799999999998,1234,323.904,200.032,1238,327.347,200.808,1247,329.8,202.81,1252,327.245,203.64,1247,323.98400000000004,203.84,1238,320.683,203.46099999999998,1234,301.77299999999997,193.65900000000002,1216,296.291,192.665,1225,290.35,192.99599999999998,1243,286.245,195.176,1243,283.587,198.17700000000002,1243,284.533,199.56099999999998,1243,287.567,197.36,1243,291.204,196.045,1238,296.28700000000003,195.90099999999998,1225,301.474,196.507,1221,316.163,193.222,1243,321.555,192.067,1243,327.733,192.167,1252,332.089,194.21099999999998,1261,334.89599999999996,196.937,1270,333.98199999999997,198.47,1265,330.815,196.416,1256,327.004,195.271,1247,321.723,195.31,1238,316.515,196.074,1238,305.505,202.611,1225,304.876,206.66299999999998,1225,303.22900000000004,210.195,1221,300.577,213.412,1221,301.644,217.172,1221,307.183,216.708,1225,311.178,216.639,1229,317.074,216.89,1238,318.08299999999997,213.085,1238,315.255,209.921,1234,313.676,206.451,1229,313.014,202.44299999999998,1234,298.319,228.713,1225,301.54200000000003,225.179,1221,305.63599999999997,222.725,1221,309.509,223.16400000000002,1225,313.285,222.54,1234,317.732,224.72400000000002,1243,321.426,228.06599999999997,1256,318.36,229.577,1256,314.64099999999996,230.546,1247,309.865,230.967,1234,305.084,230.825,1229,301.362,230.07,1225,300.92900000000003,228.05,1225,304.837,226.477,1225,309.634,226.088,1225,314.528,226.26,1238,318.763,227.606,1247,314.51599999999996,227.081,1238,309.671,227.08900000000003,1229,304.95,227.29,1225,279.666,205.482,1247,279.35200000000003,212.322,1252,279.765,219.02200000000002,1256,280.952,225.88400000000001,1261,282.962,232.49900000000002,1289,286.328,238.327,1284,290.757,242.44799999999998,1280,296.207,245.722,1275,302.809,247.899,1275,310.497,248.732,1275,318.378,247.644,1289,325.42400000000004,245.27700000000002,1304,331.22,241.43400000000003,1314,335.707,236.59400000000002,1515,338.639,230.426,1529,340.055,223.761,1542,340.773,216.949,1549,340.75699999999995,210.37400000000002,1329,340.10400000000004,203.58900000000003,1299,294.83299999999997,202.83599999999998,1229,323.905,202.24900000000002,1238,309.278,214.253,1225,302.432,190.96599999999998,1212,296.538,189.916,1225,289.474,190.36700000000002,1243,284.222,193.153,1243,281.14799999999997,196.563,1243,315.438,190.545,1243,321.233,189.32299999999998,1247,328.551,189.49599999999998,1256,334.065,192.05700000000002,1270,337.278,195.125,1275
301.73,203.417,1216,298.908,201.174,1221,295.276,200.45,1225,291.751,201.463,1225,289.365,203.92,1225,292.051,204.84099999999998,1221,295.435,204.998,1221,298.839,204.403,1216,318.518,203.003,1225,321.202,200.787,1225,324.922,199.892,1229,328.56699999999995,200.78400000000002,1238,330.98800000000006,203.06900000000002,1243,328.38599999999997,204.05700000000002,1238,324.994,204.315,1229,321.543,203.87900000000002,1225,302.482,193.43099999999998,1204,296.276,192.27599999999998,1216,289.33099999999996,192.648,1238,285.079,195.525,1238,282.661,199.312,1238,284.117,200.375,1234,286.897,197.63299999999998,1238,290.422,195.97799999999998,1234,296.183,195.83900000000003,1221,301.934,196.56900000000002,1208,316.751,192.93200000000002,1238,323.07099999999997,191.59099999999998,1238,330.30300000000005,191.701,1252,334.903,194.481,1256,337.471,197.985,1265,336.106,199.199,1265,333.171,196.625,1252,329.319,195.123,1243,323.351,195.16299999999998,1234,317.382,196.074,1234,306.051,202.89,1221,305.51599999999996,207.445,1212,303.837,211.22400000000002,1216,301.018,214.416,1216,301.858,218.638,1221,307.54,218.407,1221,311.525,218.328,1225,317.752,218.356,1234,318.645,214.168,1229,315.772,211.025,1225,314.276,207.247,1225,313.836,202.71599999999998,1225,298.068,230.765,1221,301.567,227.231,1216,305.937,224.755,1221,309.941,225.39,1221,313.96299999999997,224.58700000000002,1225,318.661,226.75799999999998,1234,322.59,230.05,1252,319.317,232.101,1252,315.31,233.43200000000002,1243,310.256,233.985,1234,305.247,233.75599999999997,1225,301.316,232.709,1225,300.63,230.18200000000002,1221,304.843,228.705,1221,310.006,228.44,1221,315.362,228.447,1229,319.973,229.657,1243,315.403,229.55900000000003,1229,310.07099999999997,229.75900000000001,1221,304.91700000000003,229.812,1221,280.637,205.708,1243,280.394,213.28400000000002,1243,280.98400000000004,220.63,1252,282.153,228.058,1261,284.11400000000003,235.22099999999998,1284,287.365,241.43900000000002,1284,291.529,245.72299999999998,1284,296.658,249.324,1275,303.066,251.813,1280,310.796,252.859,1284,318.621,251.57,1294,325.57599999999996,248.864,1304,331.18,244.649,1319,335.57099999999997,239.50400000000002,1515,338.551,232.842,1529,340.028,225.72400000000002,1542,340.89300000000003,218.398,0,341.056,211.34599999999998,0,340.55,203.7,1294,295.41900000000004,203.083,1221,324.89,202.47299999999998,1229,309.743,215.57,1225,303.097,190.419,1208,296.472,189.22,1225,288.217,189.75799999999998,1238,282.603,193.44400000000002,1238,279.743,197.757,1243,316.158,189.937,1238,322.883,188.541,1238,331.416,188.765,1252,337.333,192.261,1275,340.3,196.22099999999998,1350
303.531,216.11599999999999,1171,300.765,214.05200000000002,1171,297.043,213.35,1187,293.373,213.862,1200,290.665,215.442,1195,293.248,216.87400000000002,1195,296.778,217.395,1191,300.433,217.03799999999998,1175,321.815,216.203,1195,324.55400000000003,214.206,1200,328.351,213.49,1204,332.005,214.03,1212,334.61800000000005,215.632,1221,331.99,216.984,1212,328.522,217.483,1204,324.89599999999996,217.112,1200,304.418,206.393,1175,298.827,204.79,1191,292.58,204.09900000000002,1200,288.14099999999996,205.657,1204,285.055,208.25900000000001,1204,285.92900000000003,209.84599999999998,1200,289.188,208.275,1195,293.003,207.549,1200,298.314,208.014,1187,303.709,209.08599999999998,1171,320.791,206.416,1200,326.509,204.865,1204,332.832,204.15400000000002,1216,337.389,205.704,1229,340.339,208.137,1238,339.43,209.72099999999998,1234,336.32800000000003,208.322,1229,332.401,207.678,1212,327.055,208.113,1204,321.495,209.13299999999998,1200,308.525,216.18,1175,307.953,221.50799999999998,1187,306.241,226.31900000000002,1191,302.94,230.183,1191,303.78700000000003,234.459,1195,309.757,235.141,1204,314.555,235.169,1208,320.48,234.521,1208,321.443,230.29,1204,318.378,226.394,1204,317.014,221.43900000000002,1204,316.745,216.173,1195,299.876,244.921,1204,303.82099999999997,243.102,1204,308.216,241.69799999999998,1204,312.01099999999997,242.47799999999998,1208,315.76599999999996,241.73,1212,319.999,243.053,1221,323.87,244.87400000000002,1234,320.743,247.578,1229,316.92400000000004,249.356,1234,311.85,250.02599999999998,1212,306.66900000000004,249.33900000000003,1208,302.974,247.614,1208,302.501,245.08700000000002,1204,307.065,244.827,1204,311.928,245.025,1208,316.837,244.82299999999998,1221,321.394,245.03900000000002,1229,316.87,245.608,1221,311.897,245.986,1208,307.012,245.62400000000002,1204,279.684,215.365,1212,279.91700000000003,223.169,1216,281.07,230.78900000000002,1221,282.91700000000003,238.2,1229,285.58799999999997,244.872,1234,289.45,250.67,1270,293.801,255.102,1275,298.715,259.066,1275,304.579,261.955,1275,311.78,263.127,1275,318.954,261.83099999999996,1284,325.12,258.75,1289,330.30300000000005,254.519,1304,334.926,249.726,1319,338.81699999999995,243.625,1515,341.468,236.99,1529,343.274,229.988,1542,344.4,222.847,1542,344.74699999999996,215.25599999999997,0,296.97900000000004,215.516,1187,328.344,215.642,1204,312.197,231.56,1200,305.508,203.47799999999998,1179,299.623,201.80200000000002,1187,292.28,201.05900000000003,1200,286.51,203.06599999999997,1204,282.927,206.02900000000002,1208,319.83,203.486,1200,325.827,201.875,1204,333.24,201.123,1216,339.11699999999996,203.105,1238,342.548,205.88099999999997,1243
303.295,205.237,1216,300.553,203.13099999999997,1216,296.996,202.453,1225,293.519,203.308,1229,291.056,205.46200000000002,1229,293.70599999999996,206.482,1225,297.05,206.72299999999998,1225,300.422,206.215,1216,320.389,204.954,1229,323.029,202.875,1229,326.632,202.071,1234,330.12800000000004,202.83700000000002,1243,332.532,204.87599999999998,1247,330.00699999999995,205.923,1243,326.726,206.236,1234,323.33799999999997,205.83700000000002,1229,304.25,195.47299999999998,1208,298.5,194.192,1225,292.128,194.247,1238,287.84,196.52200000000002,1238,285.118,199.74599999999998,1238,286.235,201.167,1238,289.272,198.91400000000002,1238,292.931,197.622,1234,298.317,197.657,1212,303.746,198.479,1208,318.816,195.136,1238,324.54900000000004,193.766,1238,331.026,193.636,1252,335.464,195.797,1256,338.18699999999995,198.773,1275,337.13800000000003,200.264,1265,334.11199999999997,198.19,1252,330.324,197.053,1243,324.876,197.21900000000002,1234,319.39099999999996,198.142,1238,307.884,204.856,1221,307.327,209.635,1221,305.665,213.72099999999998,1221,302.752,217.16400000000002,1221,303.67,221.387,1225,309.607,221.40900000000002,1225,313.77099999999996,221.36,1234,319.78,221.148,1238,320.665,216.952,1229,317.758,213.53099999999998,1225,316.221,209.44099999999997,1225,315.702,204.709,1229,299.70799999999997,233.053,1225,303.431,229.915,1221,307.905,227.75099999999998,1225,311.88599999999997,228.37900000000002,1225,315.818,227.62900000000002,1234,320.36400000000003,229.52700000000002,1238,324.20599999999996,232.493,1256,320.991,234.975,1247,317.10900000000004,236.56599999999997,1247,312.073,237.206,1247,306.988,236.81,1229,303.051,235.447,1225,302.187,232.727,1221,306.743,231.453,1221,311.908,231.273,1225,317.14099999999996,231.253,1238,321.78700000000003,232.304,1247,317.2,232.71900000000002,1238,311.949,233.045,1229,306.755,232.915,1221,281.147,206.764,1243,281.004,214.479,1247,281.678,221.95,1256,283.025,229.47,1261,285.222,236.575,1289,288.744,242.766,1289,293.106,247.178,1284,298.35200000000003,250.898,1280,304.751,253.46400000000003,1284,312.375,254.488,1289,319.983,253.158,1294,326.601,250.27200000000002,1304,331.98699999999997,245.96099999999998,1314,336.333,240.797,1542,339.44599999999997,234.229,1536,341.171,227.179,1542,342.186,219.885,1549,342.473,212.79,0,342.082,205.25099999999998,0,297.075,204.87599999999998,1225,326.598,204.451,1234,311.70799999999997,218.334,1225,305.012,192.52200000000002,1208,298.875,191.18099999999998,1225,291.328,191.322,1243,285.78,194.225,1243,282.616,197.88400000000001,1243,318.066,192.199,1238,324.17,190.766,1243,331.815,190.68900000000002,1252,337.50699999999995,193.417,1270,340.661,196.791,1284
302.957,203.22299999999998,1221,300.278,201.39,1225,296.855,200.828,1225,293.524,201.673,1234,291.143,203.688,1234,293.738,204.554,1229,296.941,204.72400000000002,1225,300.182,204.222,1221,320.163,202.69299999999998,1234,322.711,200.757,1234,326.165,199.979,1238,329.55699999999996,200.638,1243,331.996,202.489,1247,329.51099999999997,203.477,1243,326.312,203.80900000000003,1238,323.01099999999997,203.503,1234,303.85400000000004,193.96,1208,298.574,192.862,1221,292.812,193.007,1238,288.69599999999997,194.92700000000002,1238,285.95599999999996,197.713,1243,286.76099999999997,199.304,1238,289.845,197.31,1238,293.487,196.15400000000002,1234,298.455,196.106,1221,303.543,196.785,1212,318.385,193.362,1243,323.66900000000004,192.019,1238,329.691,191.832,1252,334.04900000000004,193.535,1261,336.96,196.023,1265,336.227,197.718,1265,332.98199999999997,195.94799999999998,1256,329.14,195.03099999999998,1247,323.964,195.261,1238,318.805,196.2,1238,307.591,202.87400000000002,1225,306.95099999999996,207.25599999999997,1225,305.295,211.128,1225,302.445,214.53599999999997,1225,303.455,218.43,1225,309.277,218.388,1225,313.448,218.283,1229,319.52099999999996,218.014,1238,320.45799999999997,214.06599999999997,1234,317.495,210.794,1234,315.904,206.986,1229,315.259,202.645,1234,299.61,229.418,1225,303.322,226.41299999999998,1221,307.66200000000003,224.358,1221,311.625,224.84900000000002,1225,315.505,224.112,1234,320.17900000000003,225.825,1238,324.322,228.554,1256,320.89599999999996,230.678,1247,316.981,231.986,1243,311.944,232.56799999999998,1234,306.921,232.34,1229,303.029,231.31599999999997,1225,301.89599999999996,229.03400000000002,1225,306.575,227.828,1221,311.726,227.58599999999998,1225,317.033,227.497,1238,322.033,228.36599999999999,1252,317.10400000000004,228.49200000000002,1238,311.777,228.74,1225,306.596,228.80599999999998,1221,281.565,205.14700000000002,1243,281.35400000000004,212.264,1243,281.907,219.14700000000002,1256,283.232,226.155,1256,285.399,232.83900000000003,1275,288.92,238.703,1280,293.341,242.91099999999997,1280,298.64599999999996,246.33900000000003,1275,305.03700000000003,248.625,1275,312.536,249.457,1280,320.20099999999996,248.278,1289,327.012,245.7,1309,332.668,241.69299999999998,1319,337.18699999999995,236.79,1329,340.344,230.53099999999998,1536,342.029,223.743,1549,342.913,216.76,1549,343.07099999999997,209.949,1329,342.575,202.878,1350,296.952,203.03799999999998,1225,326.178,202.168,1238,311.42400000000004,215.455,1229,304.628,191.22400000000002,1212,298.954,190.06099999999998,1221,292.123,190.28099999999998,1243,286.89099999999996,192.734,1243,283.73400000000004,195.9,1243,317.539,190.658,1247,323.205,189.239,1247,330.301,189.072,1256,335.786,191.21400000000003,1265,339.11199999999997,194.021,1289
305.16200000000003,215.43,1191,302.453,213.332,1191,298.711,212.62,1208,295.051,213.079,1216,292.35,214.581,1216,294.91900000000004,216.06099999999998,1216,298.442,216.597,1212,302.066,216.295,1195,322.783,215.667,1216,325.48900000000003,213.65400000000002,1216,329.276,212.96599999999998,1221,332.879,213.498,1225,335.469,215.042,1238,332.869,216.396,1229,329.468,216.898,1221,325.855,216.542,1216,306.172,207.58900000000003,1191,300.699,205.87900000000002,1204,294.596,204.977,1216,290.051,206.218,1221,286.79400000000004,208.545,1221,287.70599999999996,210.15200000000002,1221,290.988,208.88099999999997,1216,294.84,208.356,1216,300.059,208.93400000000003,1200,305.362,210.081,1187,321.79400000000004,207.737,1216,327.313,206.15099999999998,1221,333.361,205.291,1229,337.94,206.55,1238,341.04699999999997,208.75799999999998,1256,340.11400000000003,210.326,1252,337.017,209.199,1238,333.12699999999995,208.722,1229,327.974,209.222,1221,322.635,210.23,1212,309.921,215.667,1191,309.384,221.085,1204,307.79200000000003,225.925,1208,304.687,229.805,1212,305.465,234.007,1221,311.248,234.975,1221,316.038,235.043,1225,321.688,234.171,1229,322.556,230.012,1225,319.623,226.075,1221,318.315,221.081,1221,318.029,215.704,1216,301.738,244.581,1225,305.533,242.88400000000001,1221,309.783,241.673,1221,313.532,242.449,1225,317.205,241.773,1229,321.245,242.935,1238,324.909,244.672,1256,322.051,247.824,1261,318.392,249.976,1261,313.336,250.739,1247,308.137,249.83700000000002,1229,304.61,247.706,1225,304.38599999999997,244.888,1221,308.742,244.63400000000001,1221,313.482,244.852,1229,318.20099999999996,244.703,1243,322.453,244.959,1247,318.26,246.23,1252,313.433,246.803,1234,308.665,246.17,1225,281.514,213.69,1225,281.755,221.515,1238,282.931,229.266,1243,284.921,236.855,1252,287.754,243.678,1265,291.834,249.687,1289,296.095,254.15400000000002,1284,300.819,258.19,1289,306.436,261.08099999999996,1289,313.289,262.35200000000003,1284,320.22,261.03,1294,326.08299999999997,257.97700000000003,1304,330.981,253.752,1314,335.51099999999997,249.063,1334,339.593,242.767,1522,342.337,235.96099999999998,1529,344.17199999999997,228.752,1536,345.26599999999996,221.465,1542,345.588,213.862,0,298.644,214.74900000000002,1208,329.26099999999997,215.083,1221,313.637,231.252,1221,307.291,204.773,1195,301.56,202.986,1208,294.461,201.99,1216,288.635,203.58,1221,284.871,206.227,1225,320.775,204.892,1216,326.533,203.245,1221,333.575,202.30900000000003,1229,339.45,203.912,1247,343.064,206.429,0
